MinMemoryReq,59999.95053948797
time,coldStartTime,memorySize,excutingTime,nColdStart,nExcution
30000.0,781243.0,59936.00348110737,21768483.0,992,993
60000.0,781243.0,59949.40348110737,21880592.0,993,1035
90000.0,876574.0,59925.00040957466,23129426.0,1059,1103
120000.0,876574.0,59926.550027895275,23132018.0,1060,1109
180000.0,900050.0,59890.311139006386,23603865.0,1064,1113
240000.0,900690.0,59984.96455515545,23963843.0,1073,1124
300000.0,900847.0,59928.82879757969,23994340.0,1081,1132
330000.0,906950.0,59986.59299514686,24587014.0,1120,1177
360000.0,906950.0,59948.75966181352,24587804.0,1121,1178
420000.0,906962.0,59941.509661813514,24597784.0,1124,1182
480000.0,952853.0,59802.209661813526,24701900.0,1128,1186
540000.0,997915.0,59911.97156657543,24954914.0,1133,1191
570000.0,998214.0,59992.32870943257,24958618.0,1135,1194
600000.0,998214.0,59850.32870943257,24959352.0,1136,1195
630000.0,1086448.0,59982.50449198335,26372520.0,1157,1218
660000.0,1167067.0,59745.933063411925,26832741.0,1160,1221
690000.0,1168567.0,59992.607727170565,26919354.0,1167,1229
720000.0,1168567.0,59993.65772717057,26919511.0,1168,1230
780000.0,1168653.0,59978.594723507566,26921737.0,1179,1241
840000.0,1168685.0,59993.1007530044,26936483.0,1190,1253
900000.0,1188677.0,59998.812000951846,27271309.0,1199,1262
960000.0,1189131.0,59943.955727595574,27876842.0,1225,1288
1080000.0,1189131.0,59933.62239426224,27884552.0,1228,1291
1200000.0,1190683.0,59988.55096569081,27889108.0,1233,1296
1260000.0,1191733.0,59963.05486179471,28173110.0,1240,1303
1320000.0,1191733.0,59985.42986179471,28173234.0,1241,1304
1380000.0,1192567.0,59979.05486179471,28296020.0,1249,1312
1440000.0,1192614.0,59831.01445775431,28598790.0,1251,1316
1500000.0,1193708.0,59972.562076801936,28633907.0,1263,1328
1560000.0,1194360.0,59916.61207680194,28637830.0,1268,1334
1620000.0,1194898.0,59978.71207680194,28642484.0,1271,1338
1680000.0,1194898.0,59921.21207680194,28647079.0,1272,1339
1800000.0,1242440.0,59901.42636251624,28754187.0,1278,1345
1820000.0,1283357.0,59975.55872923943,31083297.0,1352,1425
1830000.0,1283357.0,59975.55872923943,31088568.0,1352,1426
1840000.0,1285627.0,59997.368446714936,31148994.0,1353,1434
1860000.0,1285627.0,59843.92400227049,31149045.0,1354,1435
1920000.0,1285627.0,59979.25733560383,31181593.0,1356,1438
1980000.0,1285627.0,59821.857335603825,31182827.0,1357,1439
2040000.0,1286443.0,59948.00713719113,31192863.0,1364,1446
2100000.0,1286443.0,59993.81713719113,31197318.0,1367,1449
2220000.0,1286443.0,59873.523019544074,31199745.0,1368,1450
2280000.0,1291319.0,59934.28492430599,31227636.0,1373,1455
2340000.0,1291329.0,59870.42978072184,31238438.0,1376,1458
2400000.0,1294861.0,59886.75123958528,31257150.0,1379,1464
2460000.0,1295597.0,59936.736727272786,31372626.0,1386,1472
2520000.0,1301070.0,59890.451012987076,31401447.0,1389,1475
2580000.0,1303348.0,59909.43320128225,31408435.0,1393,1479
2610000.0,1303456.0,59892.099867948935,31411910.0,1401,1488
2640000.0,1303456.0,59892.099867948935,31427058.0,1401,1489
2700000.0,1303456.0,59909.95701080608,31436359.0,1402,1491
2760000.0,1306266.0,59959.33426942532,31654285.0,1414,1503
2820000.0,1306325.0,59979.00093609199,31669591.0,1415,1505
2940000.0,1306325.0,59956.00093609199,31695572.0,1416,1511
2970000.0,1306334.0,59999.33426942532,31695817.0,1417,1513
3000000.0,1306334.0,59911.176693667745,31700201.0,1418,1514
3060000.0,1308734.0,59984.81205798413,31777260.0,1427,1523
3120000.0,1310776.0,59976.82396274604,31782064.0,1430,1526
3180000.0,1310776.0,59941.15729607937,31791679.0,1431,1527
3240000.0,1311054.0,59975.4906294127,31792561.0,1433,1529
3300000.0,1314969.0,59994.51443893651,31815135.0,1435,1531
3360000.0,1314969.0,59941.55365462279,31815338.0,1436,1532
3420000.0,1315356.0,59879.77104592713,31816924.0,1438,1534
3480000.0,1315356.0,59984.4377125938,32117015.0,1439,1535
3540000.0,1317561.0,59864.80993481601,32425614.0,1445,1541
3600000.0,1318830.0,59994.97898243505,32670487.0,1459,1556
3630000.0,1486767.0,59972.16817725815,44300876.0,1846,1945
3660000.0,1486767.0,59851.001510591486,44423582.0,1848,1951
3720000.0,1486805.0,59923.296229761196,44515988.0,1854,1959
3780000.0,1486822.0,59970.52162658659,44539316.0,1861,1966
3810000.0,1495753.0,59875.884126586585,44565741.0,1867,1973
3840000.0,1495753.0,59887.08412658658,44581238.0,1868,1975
3900000.0,1495753.0,59973.56945267354,44848728.0,1876,1983
3960000.0,1497197.0,59998.7760450754,45719096.0,1895,2006
3990000.0,2072252.0,59935.71682989619,48420037.0,1916,2028
4020000.0,2642724.0,59916.80540132476,50508467.0,1930,2043
4080000.0,2666998.0,59963.92206799142,50585913.0,1934,2047
4140000.0,2667116.0,59926.78824625759,50609910.0,1941,2054
4200000.0,2667124.0,59956.840138809464,50626455.0,1947,2060
4260000.0,2667124.0,59971.671860197916,50666220.0,1957,2071
4320000.0,2667170.0,59935.67186019791,50668200.0,1959,2073
4380000.0,2668301.0,59948.846922232646,50679890.0,1964,2078
4440000.0,2668301.0,59999.09692223265,50683383.0,1968,2082
4500000.0,2668301.0,59959.66835080408,50690719.0,1969,2083
4560000.0,2668695.0,59906.570165655896,50777875.0,1987,2101
4590000.0,2669149.0,59930.383352469085,50789937.0,1991,2106
4680000.0,2669149.0,59946.7679678537,50790090.0,1992,2108
4740000.0,2669149.0,59971.167967853704,50819262.0,1993,2109
4800000.0,2669149.0,59974.206928892665,50830444.0,1995,2111
4920000.0,2669149.0,59972.27513591888,50848124.0,2005,2121
4980000.0,2669149.0,59996.25718720093,50849782.0,2010,2126
5040000.0,2669911.0,59900.36829831205,50879051.0,2024,2140
5100000.0,2669911.0,59998.36829831205,50879809.0,2025,2142
5160000.0,2670271.0,59977.40025709402,50940444.0,2035,2152
5220000.0,2672171.0,59983.23359042736,50948264.0,2036,2155
